5461.99,,,,,,
5278.92,,,,,,
5362.86,,,,,,
5416.77,,,,,,
5450.28,,,,,,
5465.3,,,,,,
5371.22,,,,,,4890.9
5384.65,,,,,,12273.82
5202.28,,,,,,
5318.49,,,,,,
5305.89,,,,,,
5264.91,,,,,,
5249.32,,,,,,
5104.3,,,,,,
5081.47,,,,,,
5089.36,,,,,,
5150.55,,,,,,
5105.78,,,,,,
5279.17,,,,,,
5265.96,,,,,,
5280.96,,,,,,
5348.4,,,,,,
5352.7,,,,,,
5400.1,,,,,,
5390.69,,,,,,
5409.5,,,,,,
5424.01,,,,,,
5454.18,,,,,,
5485.55,,,,,,
5473.47,,,,,,
5474.62,,,,,,
5439.68,,,,,,
5388.3,,,,,,
5379.13,,,,,,
5389.41,,,,,,
5440.63,,,,,,
5426.29,,,,,,
5411.07,,,,,,
5347,,,,,,
5315.69,,,,,,
5352.34,,,,,,
5304.33,,,,,,
5290.04,,,,,,
5206.83,,,,,,
5262.31,,,,,,
5309,,,,,,
5304.37,,,,,,
5343.48,,,,,,
5364.1,,,,,,
5369.09,,,,,,
5352.74,,,,,,
5326.43,,,,,,
5335.57,,,,,,
5329.68,,,,,,
5377.92,,,,,,
5417.86,,,,,,
5377.76,,,,,,
5409.23,,,,,,
5401.33,,,,,,
5371.47,,,,,,
5355.64,,,,,,
5381.59,,,,,,
5393.94,,,,,,
5330.14,,,,,,
5346.45,,,,,,
5320.67,,,,,,
5327.54,,,,,,
5318.72,,,,,,
5195.5,,,,,,
5171.73,,,,,,
5199.49,,,,,,
5184.14,,,,,,
5173.2,,,,,,
5118.43,,,,,,
5087.94,,,,,,
4997.35,,,,,,
5055.99,,,,,,
5045.91,,,,,,
5045.7,,,,,,
4958.93,,,,,,
4890.9,,,,,,
4970.35,,,,,,
5080.67,,,,,,
5126.08,,,,,,
5128.76,,,,,,
5196.78,,,,,,
5217.87,,,,,,
5245.89,,,,,,
5267.92,,,,,,
5233.76,,,,,,
5299.47,,,,,,
5296.07,,,,,,
5342.9,,,,,,
5371.52,,,,,,
5420.98,,,,,,
5445.57,,,,,,
5470.23,,,,,,
5433.98,,,,,,
5381.01,,,,,,
5467.02,,,,,,
5465.25,,,,,,
5453.11,,,,,,
5458.42,,,,,,
5468.29,,,,,,
5390.02,,,,,,
5383.35,,,,,,
5367.33,,,,,,
5331.91,,,,,,
5246.91,,,,,,
5330.97,,,,,,
5352.12,,,,,,
5349.04,,,,,,
5353.41,,,,,,
5379.01,,,,,,
5427.37,,,,,,
5484.01,,,,,,
5515.05,,,,,,
5520.87,,,,,,
5502.3,,,,,,
5514.54,,,,,,
5535.05,,,,,,
5523.3,,,,,,
5557.28,,,,,,
5572.36,,,,,,
5567.84,,,,,,
5561.08,,,,,,
5552.5,,,,,,
5576.8,,,,,,
5633.13,,,,,,
5676.16,,,,,,
5698.64,,,,,,
5738.43,,,,,,
5701.69,,,,,,
5759.14,,,,,,
5766.65,,,,,,
5824.39,,,,,,
5827.84,,,,,,
5842.07,,,,,,
5853.11,,,,,,
5874.15,,,,,,
5965.99,,,,,,
5977.92,,,,,,
6045.74,,,,,,
6045.52,,,,,,
6077.8,,,,,,
6123.85,,,,,,
6107.44,,,,,,
6218.46,,,,,,
6221.59,,,,,,
6297.75,,,,,,
6285.68,,,,,,
6353.45,,,,,,
6318.9,,,,,,
6484.14,,,,,,
6709.93,,,,,,
6657.57,,,,,,
6426.17,,,,,,
6559.98,,,,,,
6632.84,,,,,,
6603.65,,,,,,
6746.28,,,,,,
6862.11,,,,,,
6889.05,,,,,,
6905.93,,,,,,
6953.17,,,,,,
6798.12,,,,,,
6748.62,,,,,,
6869.29,,,,,,
6950.1,,,,,,
7015.16,,,,,,
6968.18,,,,,,
7091.12,,,,,,
7154.83,,,,,,
7157.64,,,,,,
7196.75,,,,,,
7238.92,,,,,,
7342.62,,,,,,
7402.96,,,,,,
7509.76,,,,,,
7579.98,,,,,,
7733.36,,,,,,
7865.94,,,,,,
7925.92,,,,,,
8180.97,,,,,,
8253.34,,,,,,
8285.48,,,,,,
8261.28,,,,,,
8404.49,,,,,,
8206.16,,,,,,
8496.36,,,,,,
8792.7,,,,,,
8863.34,,,,,,
9218.63,,,,,,
9588.46,,,,,,
9574.11,,,,,,
9603.73,,,,,,
10000.17,,,,,,
10304.72,,,,,,
10079.2,,,,,,
9638.17,,,,,,
9499.42,,,,,,
9098.48,,,,,,
8698.88,,,,,,
8315.67,,,,,,
7964.95,,,,,,
7709.95,,,,,,
7853.26,,,,,,
8084.37,,,,,,
7770.52,,,,,,
7596.87,,,,,,
8052,,,,,,
7821.18,,,,,,
7614.71,,,,,,
7785.05,,,,,,
7593.3,,,,,,
7244.55,,,,,,
6939.64,,,,,,
7123.5,,,,,,
7202.96,,,,,,
7512.91,,,,,,
7235.91,,,,,,
6953.64,,,,,,
7031.55,,,,,,
7101.83,,,,,,
6997.33,,,,,,
7163.75,,,,,,
7276.65,,,,,,
7145.75,,,,,,
7104.65,,,,,,
6833.6,,,,,,
6887.94,,,,,,
6899.59,,,,,,
7097.52,,,,,,
7183.25,,,,,,
7384.98,,,,,,
7367.7,,,,,,
7497.66,,,,,,
7284.08,,,,,,
7411.33,,,,,,
7315.59,,,,,,
7437.79,,,,,,
7348.37,,,,,,
7413.93,,,,,,
7300.09,,,,,,
6984.22,,,,,,
7035.38,,,,,,
6942.56,,,,,,
6665.06,,,,,,
6467.15,,,,,,
6708.48,,,,,,
6860.15,,,,,,
7020.37,,,,,,
7323.75,,,,,,
